trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
418,False,"{'a': 0.4, 'e': 0.913902634497475}",30,0,-192.78318216704625,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
419,False,"{'a': 0.4, 'e': 0.9134962441529757}",25,3,-66.03178270486683,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
420,False,"{'a': 0.4, 'e': 0.9130889403123083}",20,7,-68.2967200647291,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
421,False,"{'a': 0.4, 'e': 0.9126807233827767}",25,0,-164.85428208452518,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
422,False,"{'a': 0.4, 'e': 0.9122715937725977}",20,0,-124.0981639584511,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
423,False,"{'a': 0.4, 'e': 0.911861551890901}",25,0,-118.39816231441371,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
424,False,"{'a': 0.4, 'e': 0.9114505981477284}",25,0,-234.41193016873623,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 5}",0
425,False,"{'a': 0.4, 'e': 0.9110387329540337}",20,12,-24.911193150809737,"{0: 4, 1: 1, 2: 3, 3: 0, 4: 0}",1
426,False,"{'a': 0.4, 'e': 0.9106259567216819}",35,0,-217.1975029018195,"{0: 19, 1: 4, 2: 8, 3: 1, 4: 3}",0
427,False,"{'a': 0.4, 'e': 0.9102122698634492}",30,0,-57.987231110657575,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
428,False,"{'a': 0.4, 'e': 0.9097976727930226}",20,0,-180.48793049980736,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
429,False,"{'a': 0.4, 'e': 0.9093821659249989}",25,0,-48.659432548082286,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
430,False,"{'a': 0.4, 'e': 0.9089657496748851}",20,0,-88.65505210087167,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
431,False,"{'a': 0.4, 'e': 0.9085484244590974}",25,7,-24.587896464266784,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
432,False,"{'a': 0.4, 'e': 0.9081301906949609}",25,0,-125.85652897660587,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
433,False,"{'a': 0.4, 'e': 0.9077110488007095}",20,0,-29.75282925872716,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
434,False,"{'a': 0.4, 'e': 0.9072909991954848}",25,0,-112.95512894642418,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
435,False,"{'a': 0.4, 'e': 0.9068700422993367}",30,0,-77.7871916410442,"{0: 22, 1: 0, 2: 6, 3: 2, 4: 0}",0
436,False,"{'a': 0.4, 'e': 0.9064481785332217}",20,15,0.6038275090127707,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.4, 'e': 0.9060254083190037}",30,0,-113.5684120285958,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
438,False,"{'a': 0.4, 'e': 0.9056017320794529}",30,0,-82.18280306108659,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
439,False,"{'a': 0.4, 'e': 0.9051771502382456}",25,0,-114.49754669110418,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
440,False,"{'a': 0.4, 'e': 0.9047516632199635}",20,0,-138.96351308256664,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",0
441,False,"{'a': 0.4, 'e': 0.9043252714500934}",30,0,-179.55774404880904,"{0: 18, 1: 3, 2: 3, 3: 4, 4: 2}",0
442,False,"{'a': 0.4, 'e': 0.9038979753550274}",25,6,-93.28727230130323,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 2}",1
443,False,"{'a': 0.4, 'e': 0.9034697753620612}",20,0,-51.961036444093,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
444,False,"{'a': 0.4, 'e': 0.903040671899395}",25,6,-152.72828429379805,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 2}",1
445,False,"{'a': 0.4, 'e': 0.9026106653961321}",25,0,-148.08267103841862,"{0: 13, 1: 4, 2: 4, 3: 3, 4: 1}",0
446,False,"{'a': 0.4, 'e': 0.9021797562822791}",20,0,-58.374030670918565,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
447,False,"{'a': 0.4, 'e': 0.901747944988745}",20,0,-16.543017994080795,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
448,False,"{'a': 0.4, 'e': 0.901315231947341}",25,0,-43.98057324829526,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
449,False,"{'a': 0.4, 'e': 0.9008816175907802}",30,9,-126.94227740227133,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 1}",1
450,False,"{'a': 0.4, 'e': 0.9004471023526769}",20,0,-10.65991679231168,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
451,False,"{'a': 0.4, 'e': 0.9000116866675463}",25,0,-36.08243354897665,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
452,False,"{'a': 0.4, 'e': 0.899575370970804}",20,4,-100.51188613046611,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
453,False,"{'a': 0.4, 'e': 0.8991381556987657}",30,0,-184.85590676469704,"{0: 15, 1: 3, 2: 9, 3: 1, 4: 2}",0
454,False,"{'a': 0.4, 'e': 0.8987000412886466}",20,0,-125.73139241467203,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
455,False,"{'a': 0.4, 'e': 0.8982610281785611}",25,13,-2.4592374864482682,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.4, 'e': 0.8978211168075223}",20,0,-47.049237143034766,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
457,False,"{'a': 0.4, 'e': 0.8973803076154415}",25,0,-176.9640912289745,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
458,False,"{'a': 0.4, 'e': 0.896938601043128}",20,0,-31.903430285151142,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
459,False,"{'a': 0.4, 'e': 0.8964959975322879}",25,0,-117.09940567142947,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
460,False,"{'a': 0.4, 'e': 0.8960524975255253}",20,0,-62.245415786728145,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
461,False,"{'a': 0.4, 'e': 0.8956081014663396}",20,0,-96.64849391331792,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
462,False,"{'a': 0.4, 'e': 0.8951628097991272}",35,0,-281.82439976583356,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 5}",0
463,False,"{'a': 0.4, 'e': 0.8947166229691795}",25,0,-74.87249850783631,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
464,False,"{'a': 0.4, 'e': 0.8942695414226836}",20,0,-187.88562521201186,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
465,False,"{'a': 0.4, 'e': 0.8938215656067205}",30,0,-157.86259852124707,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
466,False,"{'a': 0.4, 'e': 0.8933726959692665}",20,0,-154.57269430357871,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
467,False,"{'a': 0.4, 'e': 0.8929229329591909}",30,0,-155.7305665354555,"{0: 16, 1: 5, 2: 5, 3: 3, 4: 1}",0
468,False,"{'a': 0.4, 'e': 0.8924722770262568}",20,0,-48.39090799064682,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
469,False,"{'a': 0.4, 'e': 0.89202072862112}",25,0,-165.97756844209383,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
470,False,"{'a': 0.4, 'e': 0.8915682881953289}",25,0,-69.50846835563452,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
471,False,"{'a': 0.4, 'e': 0.891114956201324}",20,0,-105.9045982507394,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
472,False,"{'a': 0.4, 'e': 0.890660733092437}",20,0,-57.94644182029067,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
473,False,"{'a': 0.4, 'e': 0.8902056193228912}",25,0,-164.96012249321336,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
474,False,"{'a': 0.4, 'e': 0.8897496153478003}",25,0,-85.6062648819219,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
475,False,"{'a': 0.4, 'e': 0.8892927216231682}",30,0,-148.58671818562473,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
476,False,"{'a': 0.4, 'e': 0.8888349386058886}",20,0,1.6869481115135425,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
477,False,"{'a': 0.4, 'e': 0.8883762667537444}",20,14,-15.774978397215332,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
478,False,"{'a': 0.4, 'e': 0.8879167065254074}",20,0,-81.92478441318198,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
479,False,"{'a': 0.4, 'e': 0.8874562583804381}",25,0,-163.0842885417139,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
480,False,"{'a': 0.4, 'e': 0.8869949227792842}",25,0,-98.81317982836323,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
481,False,"{'a': 0.4, 'e': 0.8865327001832815}",20,0,-20.136448530987945,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
482,False,"{'a': 0.4, 'e': 0.8860695910546524}",30,0,-217.68226141918825,"{0: 18, 1: 4, 2: 2, 3: 2, 4: 4}",0
483,False,"{'a': 0.4, 'e': 0.8856055958565062}",20,0,-144.076247965809,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
484,False,"{'a': 0.4, 'e': 0.8851407150528379}",25,0,-172.8057323902012,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
485,False,"{'a': 0.4, 'e': 0.8846749491085283}",25,8,-41.712909397171074,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
486,False,"{'a': 0.4, 'e': 0.8842082984893433}",20,0,-43.84284251758626,"{0: 11, 1: 7, 2: 2, 3: 0, 4: 0}",0
487,False,"{'a': 0.4, 'e': 0.8837407636619335}",25,11,-82.04156831202147,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
488,False,"{'a': 0.4, 'e': 0.8832723450938338}",25,0,-114.44577855600369,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
489,False,"{'a': 0.4, 'e': 0.8828030432534625}",25,10,-39.182279308990076,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
490,False,"{'a': 0.4, 'e': 0.8823328586101216}",20,10,-54.3008236807861,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
491,False,"{'a': 0.4, 'e': 0.8818617916339955}",20,0,-70.52333351184939,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
492,False,"{'a': 0.4, 'e': 0.8813898427961513}",20,0,-16.48020283366564,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
493,False,"{'a': 0.4, 'e': 0.8809170125685377}",25,0,-92.38589895980323,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
494,False,"{'a': 0.4, 'e': 0.880443301423985}",25,0,-49.66538756185279,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
495,False,"{'a': 0.4, 'e': 0.8799687098362042}",20,0,-67.19867073948251,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
496,False,"{'a': 0.4, 'e': 0.879493238279787}",20,0,-89.29450551017115,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
497,False,"{'a': 0.4, 'e': 0.8790168872302047}",25,0,-88.45485694402167,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
498,False,"{'a': 0.4, 'e': 0.8785396571638084}",30,5,-115.80444434553462,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",1
499,False,"{'a': 0.4, 'e': 0.8780615485578283}",20,8,-62.1292992205872,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 1}",1
500,False,"{'a': 0.4, 'e': 0.8775825618903728}",35,0,-168.64091216185977,"{0: 20, 1: 3, 2: 10, 3: 0, 4: 2}",0
501,False,"{'a': 0.4, 'e': 0.8771026976404284}",35,0,-199.42971437361726,"{0: 25, 1: 1, 2: 4, 3: 1, 4: 4}",0
502,False,"{'a': 0.4, 'e': 0.8766219562878595}",25,1,-95.34738137764604,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 1}",1
503,False,"{'a': 0.4, 'e': 0.8761403383134074}",20,0,-80.34132538989266,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
504,False,"{'a': 0.4, 'e': 0.87565784419869}",20,5,-40.635565108965544,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
505,False,"{'a': 0.4, 'e': 0.8751744744262013}",20,0,-123.64205163277465,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
506,False,"{'a': 0.4, 'e': 0.8746902294793112}",25,0,-165.56693095583987,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
507,False,"{'a': 0.4, 'e': 0.8742051098422645}",30,0,-204.4706070254611,"{0: 17, 1: 1, 2: 8, 3: 1, 4: 3}",0
508,False,"{'a': 0.4, 'e': 0.8737191160001807}",30,0,-144.34870799406033,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
509,False,"{'a': 0.4, 'e': 0.8732322484390538}",30,0,-185.78781745595882,"{0: 15, 1: 1, 2: 11, 3: 2, 4: 1}",0
510,False,"{'a': 0.4, 'e': 0.8727445076457513}",25,0,-70.3791893813055,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
511,False,"{'a': 0.4, 'e': 0.8722558941080137}",20,0,-91.6594363081491,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
512,False,"{'a': 0.4, 'e': 0.8717664083144548}",30,14,-109.2948047185448,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 2}",1
513,False,"{'a': 0.4, 'e': 0.8712760507545603}",20,0,-79.34729462958823,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
514,False,"{'a': 0.4, 'e': 0.8707848219186876}",25,0,-111.95903951455679,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
515,False,"{'a': 0.4, 'e': 0.8702927222980654}",20,0,-82.35607461668275,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
516,False,"{'a': 0.4, 'e': 0.8697997523847936}",20,0,-21.606544289893773,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
517,False,"{'a': 0.4, 'e': 0.8693059126718419}",20,0,-63.88137555908633,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
518,False,"{'a': 0.4, 'e': 0.8688112036530499}",25,0,-43.815653109038735,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
519,False,"{'a': 0.4, 'e': 0.8683156258231266}",20,0,-69.79502687847834,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
520,False,"{'a': 0.4, 'e': 0.8678191796776499}",20,0,-89.25163183051536,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
521,False,"{'a': 0.4, 'e': 0.8673218657130658}",25,8,-40.35341954150643,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
522,False,"{'a': 0.4, 'e': 0.8668236844266883}",20,4,-92.77465656793814,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
523,False,"{'a': 0.4, 'e': 0.8663246363166986}",30,0,-94.09418544055748,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
524,False,"{'a': 0.4, 'e': 0.8658247218821449}",30,0,-50.40956890167363,"{0: 23, 1: 3, 2: 2, 3: 2, 4: 0}",0
525,False,"{'a': 0.4, 'e': 0.8653239416229412}",25,0,-68.76807306809961,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
526,False,"{'a': 0.4, 'e': 0.8648222960398682}",20,0,-77.23568608767951,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",1
527,False,"{'a': 0.4, 'e': 0.8643197856345712}",35,11,-169.2021524607174,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 3}",1
528,False,"{'a': 0.4, 'e': 0.8638164109095605}",25,0,-79.6795598271087,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
529,False,"{'a': 0.4, 'e': 0.863312172368211}",20,3,-100.08730316709624,"{0: 8, 1: 1, 2: 7, 3: 0, 4: 1}",1
530,False,"{'a': 0.4, 'e': 0.862807070514761}",20,0,-151.97493479116864,"{0: 9, 1: 0, 2: 8, 3: 2, 4: 1}",0
531,False,"{'a': 0.4, 'e': 0.8623011058543124}",30,0,-127.35236058282176,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
532,False,"{'a': 0.4, 'e': 0.8617942788928298}",30,0,-108.40624837007014,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
533,False,"{'a': 0.4, 'e': 0.8612865901371402}",20,0,-169.40152896817602,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
534,False,"{'a': 0.4, 'e': 0.8607780400949321}",20,0,-91.11000171969056,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
535,False,"{'a': 0.4, 'e': 0.8602686292747557}",25,0,-170.65993962896596,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
536,False,"{'a': 0.4, 'e': 0.8597583581860216}",25,6,-134.32112649199374,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 2}",1
537,False,"{'a': 0.4, 'e': 0.8592472273390012}",20,0,-36.35914552927491,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
538,False,"{'a': 0.4, 'e': 0.8587352372448249}",20,0,-89.56996824029862,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
539,False,"{'a': 0.4, 'e': 0.8582223884154829}",30,0,-157.68457075957454,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
540,False,"{'a': 0.4, 'e': 0.8577086813638242}",25,0,-198.79829576757444,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
541,False,"{'a': 0.4, 'e': 0.8571941166035554}",20,0,-190.14119507401628,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
542,False,"{'a': 0.4, 'e': 0.8566786946492415}",20,0,-59.966168878874115,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
543,False,"{'a': 0.4, 'e': 0.8561624160163044}",25,0,-50.86647021929675,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
544,False,"{'a': 0.4, 'e': 0.8556452812210225}",20,0,-59.3478277178178,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
545,False,"{'a': 0.4, 'e': 0.8551272907805307}",30,0,-176.10708488081062,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 3}",0
546,False,"{'a': 0.4, 'e': 0.8546084452128195}",20,0,-60.125821511065695,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
547,False,"{'a': 0.4, 'e': 0.8540887450367343}",20,0,-119.5826165262712,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
548,False,"{'a': 0.4, 'e': 0.8535681907719751}",20,0,-165.18414181845503,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
549,False,"{'a': 0.4, 'e': 0.8530467829390963}",25,0,-116.75529364906583,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
550,False,"{'a': 0.4, 'e': 0.8525245220595057}",20,0,-16.19388083391779,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
551,False,"{'a': 0.4, 'e': 0.8520014086554641}",35,0,-141.840035054579,"{0: 21, 1: 5, 2: 7, 3: 0, 4: 2}",0
552,False,"{'a': 0.4, 'e': 0.8514774432500848}",25,5,-36.027443437067596,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",1
553,False,"{'a': 0.4, 'e': 0.8509526263673333}",25,0,-125.69142582440641,"{0: 12, 1: 2, 2: 9, 3: 2, 4: 0}",0
554,False,"{'a': 0.4, 'e': 0.8504269585320262}",30,0,-102.29622310688099,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
555,False,"{'a': 0.4, 'e': 0.8499004402698315}",30,0,-167.79598923881102,"{0: 22, 1: 2, 2: 1, 3: 1, 4: 4}",0
556,False,"{'a': 0.4, 'e': 0.8493730721072673}",20,0,-97.64269801068569,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 0}",0
557,False,"{'a': 0.4, 'e': 0.8488448545717019}",30,0,-116.71060950835518,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
558,False,"{'a': 0.4, 'e': 0.8483157881913526}",25,0,-60.92881456348342,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
559,False,"{'a': 0.4, 'e': 0.8477858734952858}",25,12,-59.240017974204044,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
560,False,"{'a': 0.4, 'e': 0.8472551110134161}",25,0,-111.83825724978672,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
561,False,"{'a': 0.4, 'e': 0.846723501276506}",25,4,-54.14894058173985,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
562,False,"{'a': 0.4, 'e': 0.8461910448161652}",25,0,-37.823343558448514,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
563,False,"{'a': 0.4, 'e': 0.8456577421648501}",30,0,-68.64330064333868,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
564,False,"{'a': 0.4, 'e': 0.8451235938558634}",20,10,-97.30810053433152,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 2}",1
565,False,"{'a': 0.4, 'e': 0.8445886004233532}",25,0,-114.18100757485568,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
566,False,"{'a': 0.4, 'e': 0.844052762402313}",20,0,-108.98968452325555,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
567,False,"{'a': 0.4, 'e': 0.8435160803285806}",20,0,-63.96158051453875,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
568,False,"{'a': 0.4, 'e': 0.8429785547388383}",30,5,-74.24958378086005,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",1
569,False,"{'a': 0.4, 'e': 0.8424401861706114}",30,0,-134.013132200186,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",1
570,False,"{'a': 0.4, 'e': 0.8419009751622687}",25,0,-120.70231051060004,"{0: 17, 1: 2, 2: 1, 3: 4, 4: 1}",0
571,False,"{'a': 0.4, 'e': 0.841360922253021}",20,3,-49.38597708015962,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 0}",1
572,False,"{'a': 0.4, 'e': 0.840820027982921}",20,0,-39.031395483453025,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
573,False,"{'a': 0.4, 'e': 0.8402782928928632}",30,18,-36.671515626720435,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
574,False,"{'a': 0.4, 'e': 0.8397357175245823}",20,1,-75.88189737194796,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 1}",1
575,False,"{'a': 0.4, 'e': 0.8391923024206541}",20,7,-14.088208811378042,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
576,False,"{'a': 0.4, 'e': 0.8386480481244933}",20,6,-70.13650067695765,"{0: 7, 1: 0, 2: 6, 3: 1, 4: 0}",1
577,False,"{'a': 0.4, 'e': 0.8381029551803544}",25,14,6.6843470473825075,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.4, 'e': 0.8375570241333301}",25,12,-22.075933911738154,"{0: 9, 1: 3, 2: 0, 3: 1, 4: 0}",1
579,False,"{'a': 0.4, 'e': 0.8370102555293514}",25,0,-53.79674214879568,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
580,False,"{'a': 0.4, 'e': 0.8364626499151869}",25,0,-183.37226522872547,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
581,False,"{'a': 0.4, 'e': 0.8359142078384423}",20,0,-134.0333383415708,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
582,False,"{'a': 0.4, 'e': 0.8353649298475594}",25,0,-133.8287465909599,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
583,False,"{'a': 0.4, 'e': 0.8348148164918164}",20,0,-22.81279048012004,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
584,False,"{'a': 0.4, 'e': 0.8342638683213264}",20,0,-73.46176709541555,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
585,False,"{'a': 0.4, 'e': 0.8337120858870376}",20,0,-74.93103441220126,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
586,False,"{'a': 0.4, 'e': 0.8331594697407324}",30,0,-159.54126194265024,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
587,False,"{'a': 0.4, 'e': 0.8326060204350269}",20,5,-56.2122088904181,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
588,False,"{'a': 0.4, 'e': 0.8320517385233703}",25,0,-60.27605219497709,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
589,False,"{'a': 0.4, 'e': 0.8314966245600446}",20,0,-125.08900039154477,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
590,False,"{'a': 0.4, 'e': 0.8309406791001634}",25,0,-154.4269534384322,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
591,False,"{'a': 0.4, 'e': 0.8303839026996727}",30,0,-94.02877137198303,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
592,False,"{'a': 0.4, 'e': 0.8298262959153483}",25,8,-25.602912502822758,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
593,False,"{'a': 0.4, 'e': 0.8292678593047971}",25,0,-49.76962166658439,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
594,False,"{'a': 0.4, 'e': 0.8287085934264558}",30,0,-18.107198056958616,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
595,False,"{'a': 0.4, 'e': 0.8281484988395901}",25,0,-153.16879282812246,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 3}",1
596,False,"{'a': 0.4, 'e': 0.8275875761042946}",20,10,-46.301481363304134,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
597,False,"{'a': 0.4, 'e': 0.8270258257814919}",25,0,-142.42004131459024,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
598,False,"{'a': 0.4, 'e': 0.8264632484329323}",30,0,-86.55266127464463,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
599,False,"{'a': 0.4, 'e': 0.8258998446211931}",20,0,-118.19496943937925,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
600,False,"{'a': 0.4, 'e': 0.8253356149096783}",20,9,-67.73005754963201,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 2}",1
601,False,"{'a': 0.4, 'e': 0.8247705598626173}",20,0,-81.39900325053682,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
