trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
830,False,"{'a': 0.4, 'e': 0.6748757600712672}",20,0,-104.62995167512999,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
831,False,"{'a': 0.4, 'e': 0.6741374913852938}",20,8,-52.510243967837724,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
832,False,"{'a': 0.4, 'e': 0.6733985485618852}",25,0,-77.50901574054649,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",1
833,False,"{'a': 0.4, 'e': 0.6726589323399843}",30,0,-176.80868927446792,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 4}",0
834,False,"{'a': 0.4, 'e': 0.671918643459207}",35,0,-62.31641866011105,"{0: 26, 1: 4, 2: 4, 3: 0, 4: 1}",0
835,False,"{'a': 0.4, 'e': 0.6711776826598423}",30,14,-64.49028349542638,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
836,False,"{'a': 0.4, 'e': 0.6704360506828508}",20,3,-61.33821654343326,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
837,False,"{'a': 0.4, 'e': 0.6696937482698646}",20,9,-36.322688209637576,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
838,False,"{'a': 0.4, 'e': 0.6689507761631859}",30,0,-122.2857607695465,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",1
839,False,"{'a': 0.4, 'e': 0.6682071351057868}",30,6,-72.99082408890824,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 1}",1
840,False,"{'a': 0.4, 'e': 0.6674628258413082}",20,0,-114.79058426697982,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
841,False,"{'a': 0.4, 'e': 0.6667178491140594}",20,0,-22.386952051103997,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
842,False,"{'a': 0.4, 'e': 0.665972205669017}",20,3,-29.133629239326407,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
843,False,"{'a': 0.4, 'e': 0.6652258962518245}",25,0,-29.21014669629323,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
844,False,"{'a': 0.4, 'e': 0.6644789216087912}",20,0,-62.135244670704914,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
845,False,"{'a': 0.4, 'e': 0.6637312824868916}",25,11,-23.227020431777614,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
846,False,"{'a': 0.4, 'e': 0.662982979633765}",30,21,14.92722224380516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.4, 'e': 0.6622340137977137}",25,12,-41.935407974477236,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
848,False,"{'a': 0.4, 'e': 0.6614843857277041}",25,19,12.345879645332232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.4, 'e': 0.6607340961733636}",20,5,-24.039360347238983,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
850,False,"{'a': 0.4, 'e': 0.6599831458849822}",20,12,-3.9738176771348472,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
851,False,"{'a': 0.4, 'e': 0.6592315356135099}",20,0,-60.65768945892896,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
852,False,"{'a': 0.4, 'e': 0.6584792661105568}",20,0,-71.53726026192493,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
853,False,"{'a': 0.4, 'e': 0.6577263381283927}",20,0,-26.952633114876207,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
854,False,"{'a': 0.4, 'e': 0.656972752419945}",20,1,-38.956810899616144,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
855,False,"{'a': 0.4, 'e': 0.6562185097387998}",25,18,-17.975865458603042,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
856,False,"{'a': 0.4, 'e': 0.6554636108391995}",25,0,-94.65188680574563,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
857,False,"{'a': 0.4, 'e': 0.654708056476043}",20,11,17.142650805827397,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.4, 'e': 0.6539518474048845}",20,9,19.929742171182717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.4, 'e': 0.6531949843819332}",25,0,-39.78113346681782,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
860,False,"{'a': 0.4, 'e': 0.6524374681640519}",20,2,8.157058090919467,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
861,False,"{'a': 0.4, 'e': 0.6516792995087568}",25,0,-33.4216674729592,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
862,False,"{'a': 0.4, 'e': 0.6509204791742165}",20,0,3.418056570801583,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
863,False,"{'a': 0.4, 'e': 0.6501610079192514}",30,0,-82.75836096551843,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
864,False,"{'a': 0.4, 'e': 0.6494008865033324}",20,15,11.167077653174934,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.4, 'e': 0.648640115686581}",25,0,-83.21745379683931,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
866,False,"{'a': 0.4, 'e': 0.647878696229768}",30,10,-16.046271509407383,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
867,False,"{'a': 0.4, 'e': 0.6471166288943128}",35,22,17.08282318958104,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.4, 'e': 0.6463539144422826}",30,17,-1.6564509884844043,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
869,False,"{'a': 0.4, 'e': 0.6455905536363918}",25,12,-65.88276563492072,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 2}",1
870,False,"{'a': 0.4, 'e': 0.6448265472400012}",25,0,-31.221038907094755,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
871,False,"{'a': 0.4, 'e': 0.6440618960171172}",20,0,-43.63462486964169,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
872,False,"{'a': 0.4, 'e': 0.6432966007323907}",25,0,-12.54377881462796,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
873,False,"{'a': 0.4, 'e': 0.6425306621511171}",20,0,-19.31549886233967,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
874,False,"{'a': 0.4, 'e': 0.6417640810392349}",20,5,-71.73479525834831,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
875,False,"{'a': 0.4, 'e': 0.6409968581633252}",20,0,-41.16255504751128,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
876,False,"{'a': 0.4, 'e': 0.6402289942906106}",20,0,-16.760535583952194,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
877,False,"{'a': 0.4, 'e': 0.6394604901889552}",30,0,-135.97551437089123,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 3}",0
878,False,"{'a': 0.4, 'e': 0.6386913466268629}",20,14,14.294889910367909,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.4, 'e': 0.6379215643734772}",25,6,-108.72555208798205,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 1}",1
880,False,"{'a': 0.4, 'e': 0.6371511441985802}",20,6,16.83967958101518,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.4, 'e': 0.6363800868725922}",25,0,-47.48998958964019,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
882,False,"{'a': 0.4, 'e': 0.6356083931665704}",25,0,-17.569824054677103,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
883,False,"{'a': 0.4, 'e': 0.6348360638522083}",20,10,-24.610479019807087,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
884,False,"{'a': 0.4, 'e': 0.6340630997018352}",25,0,11.472891753433409,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
885,False,"{'a': 0.4, 'e': 0.6332895014884152}",30,0,-117.22856671040878,"{0: 20, 1: 3, 2: 3, 3: 3, 4: 1}",0
886,False,"{'a': 0.4, 'e': 0.6325152699855466}",20,12,-11.474647988633288,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
887,False,"{'a': 0.4, 'e': 0.6317404059674607}",20,0,-69.94407902214266,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
888,False,"{'a': 0.4, 'e': 0.6309649102090216}",25,0,11.410924173153925,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
889,False,"{'a': 0.4, 'e': 0.6301887834857247}",25,0,-24.302744920206415,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
890,False,"{'a': 0.4, 'e': 0.6294120265736969}",30,0,-98.51796285419894,"{0: 22, 1: 3, 2: 1, 3: 3, 4: 1}",0
891,False,"{'a': 0.4, 'e': 0.628634640249695}",25,1,-14.856787116415585,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
892,False,"{'a': 0.4, 'e': 0.6278566252911052}",30,0,-127.12805180544706,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
893,False,"{'a': 0.4, 'e': 0.6270779824759424}",20,9,6.539764618864434,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.4, 'e': 0.6262987125828494}",20,0,12.004685655859257,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
895,False,"{'a': 0.4, 'e': 0.6255188163910961}",30,3,-126.30857310102454,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 2}",1
896,False,"{'a': 0.4, 'e': 0.6247382946805784}",20,0,-19.679539355771603,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
897,False,"{'a': 0.4, 'e': 0.6239571482318181}",20,9,-5.836520584302059,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
898,False,"{'a': 0.4, 'e': 0.6231753778259617}",20,15,-14.871874207036688,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
899,False,"{'a': 0.4, 'e': 0.6223929842447793}",20,0,-48.6517438364173,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
900,False,"{'a': 0.4, 'e': 0.6216099682706645}",20,0,-65.62834774828976,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
901,False,"{'a': 0.4, 'e': 0.6208263306866333}",20,7,-5.478203646257251,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.4, 'e': 0.620042072276323}",20,7,-55.45980775633071,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
903,False,"{'a': 0.4, 'e': 0.6192571938239922}",25,3,-0.704941348197023,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
904,False,"{'a': 0.4, 'e': 0.6184716961145192}",30,0,-142.32447162210178,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
905,False,"{'a': 0.4, 'e': 0.6176855799334017}",30,0,-149.01850852912614,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
906,False,"{'a': 0.4, 'e': 0.6168988460667556}",20,0,-51.569090813281726,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
907,False,"{'a': 0.4, 'e': 0.6161114953013149}",20,0,-41.61432290449217,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
908,False,"{'a': 0.4, 'e': 0.6153235284244302}",20,0,-31.244957679302015,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
909,False,"{'a': 0.4, 'e': 0.6145349462240683}",20,0,-45.94849996982014,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
910,False,"{'a': 0.4, 'e': 0.6137457494888116}",35,18,-70.67608458032811,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 1}",1
911,False,"{'a': 0.4, 'e': 0.6129559390078564}",25,15,-0.8990874116968555,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
912,False,"{'a': 0.4, 'e': 0.6121655155710133}",25,15,3.397177086216097,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.4, 'e': 0.6113744799687056}",20,0,-45.755620339389914,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
914,False,"{'a': 0.4, 'e': 0.6105828329919689}",30,14,-45.79245637736345,"{0: 12, 1: 1, 2: 0, 3: 3, 4: 0}",1
915,False,"{'a': 0.4, 'e': 0.6097905754324502}",25,0,-139.51395520523536,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
916,False,"{'a': 0.4, 'e': 0.6089977080824067}",20,0,-41.33669443930145,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
917,False,"{'a': 0.4, 'e': 0.6082042317347061}",20,0,-66.95329424734503,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
918,False,"{'a': 0.4, 'e': 0.6074101471828243}",30,5,-18.568970961080062,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",1
919,False,"{'a': 0.4, 'e': 0.6066154552208459}",25,0,-26.41383011144592,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
920,False,"{'a': 0.4, 'e': 0.6058201566434629}",25,0,-221.7516594494798,"{0: 11, 1: 1, 2: 9, 3: 1, 4: 3}",0
921,False,"{'a': 0.4, 'e': 0.6050242522459737}",35,11,-84.38873444692783,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 1}",1
922,False,"{'a': 0.4, 'e': 0.6042277428242827}",25,0,-82.09414068436183,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
923,False,"{'a': 0.4, 'e': 0.6034306291748992}",30,15,0.440396135857807,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
924,False,"{'a': 0.4, 'e': 0.6026329120949369}",20,5,-20.920276383794427,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
925,False,"{'a': 0.4, 'e': 0.6018345923821126}",25,0,-89.68469992213139,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
926,False,"{'a': 0.4, 'e': 0.6010356708347461}",25,5,-34.97235636087213,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
927,False,"{'a': 0.4, 'e': 0.6002361482517589}",20,8,-10.609095357099884,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
928,False,"{'a': 0.4, 'e': 0.5994360254326734}",20,10,-1.537455301902484,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.4, 'e': 0.5986353031776125}",25,0,-28.218934403436933,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
930,False,"{'a': 0.4, 'e': 0.5978339822872982}",30,0,-16.14339406150204,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
931,False,"{'a': 0.4, 'e': 0.5970320635630515}",20,0,-45.51293251496325,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
932,False,"{'a': 0.4, 'e': 0.596229547806791}",30,0,-64.97206263613138,"{0: 22, 1: 5, 2: 1, 3: 1, 4: 1}",0
933,False,"{'a': 0.4, 'e': 0.5954264358210324}",25,0,-88.51874972482095,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
934,False,"{'a': 0.4, 'e': 0.5946227284088876}",35,0,-167.74760627212493,"{0: 21, 1: 3, 2: 7, 3: 2, 4: 2}",0
935,False,"{'a': 0.4, 'e': 0.5938184263740639}",25,0,-156.76076256142915,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
936,False,"{'a': 0.4, 'e': 0.5930135305208634}",20,0,-23.530395493587726,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
937,False,"{'a': 0.4, 'e': 0.5922080416541816}",25,0,-49.52951104181284,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
938,False,"{'a': 0.4, 'e': 0.5914019605795077}",20,0,-29.788825586534404,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
939,False,"{'a': 0.4, 'e': 0.5905952881029224}",25,5,-34.228837503942835,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",1
940,False,"{'a': 0.4, 'e': 0.5897880250310983}",30,7,-142.98367163253346,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 3}",1
941,False,"{'a': 0.4, 'e': 0.5889801721712982}",30,0,-92.92287930796613,"{0: 21, 1: 6, 2: 1, 3: 0, 4: 2}",0
942,False,"{'a': 0.4, 'e': 0.588171730331375}",35,8,-74.36685991145563,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 2}",1
943,False,"{'a': 0.4, 'e': 0.5873627003197706}",25,0,-24.171036977197986,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
944,False,"{'a': 0.4, 'e': 0.5865530829455148}",20,0,-34.95883428265341,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
945,False,"{'a': 0.4, 'e': 0.5857428790182249}",30,4,-34.92730468388459,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 1}",1
946,False,"{'a': 0.4, 'e': 0.5849320893481048}",25,7,-45.32955212033266,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
947,False,"{'a': 0.4, 'e': 0.5841207147459441}",20,0,13.419400154001695,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.4, 'e': 0.5833087560231173}",20,9,-35.8566038591521,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
949,False,"{'a': 0.4, 'e': 0.5824962139915831}",20,11,5.168660381597284,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
950,False,"{'a': 0.4, 'e': 0.5816830894638835}",20,9,-47.44680114099644,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
951,False,"{'a': 0.4, 'e': 0.5808693832531429}",25,18,-3.8623224847229074,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
952,False,"{'a': 0.4, 'e': 0.5800550961730674}",25,0,-65.94539238363032,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
953,False,"{'a': 0.4, 'e': 0.579240229037944}",30,12,-177.92425781867817,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 4}",1
954,False,"{'a': 0.4, 'e': 0.57842478266264}",20,0,-63.56188833723509,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
955,False,"{'a': 0.4, 'e': 0.5776087578626015}",20,0,-72.79398781209869,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
956,False,"{'a': 0.4, 'e': 0.5767921554538532}",30,0,-46.15360333984052,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
957,False,"{'a': 0.4, 'e': 0.5759749762529975}",25,0,-27.347604122660133,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
958,False,"{'a': 0.4, 'e': 0.5751572210772137}",30,19,-22.909926181835136,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
959,False,"{'a': 0.4, 'e': 0.5743388907442566}",25,11,13.791480236613964,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
960,False,"{'a': 0.4, 'e': 0.5735199860724567}",20,0,-51.63891670266986,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
961,False,"{'a': 0.4, 'e': 0.5727005078807185}",30,9,16.552123465810794,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
962,False,"{'a': 0.4, 'e': 0.5718804569885202}",30,18,-13.23327272979329,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
963,False,"{'a': 0.4, 'e': 0.5710598342159124}",20,12,1.4490308835170416,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
964,False,"{'a': 0.4, 'e': 0.5702386403835181}",30,12,-42.00385675972883,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
965,False,"{'a': 0.4, 'e': 0.5694168763125309}",30,1,-16.063847535199713,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 0}",1
966,False,"{'a': 0.4, 'e': 0.5685945428247149}",25,0,-17.41300118273532,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
967,False,"{'a': 0.4, 'e': 0.5677716407424034}",20,4,-12.062314353878788,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
968,False,"{'a': 0.4, 'e': 0.5669481708884985}",20,0,-115.44206684717389,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
969,False,"{'a': 0.4, 'e': 0.5661241340864699}",20,0,-143.14829156452737,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
970,False,"{'a': 0.4, 'e': 0.5652995311603544}",20,10,-8.805574078316576,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
971,False,"{'a': 0.4, 'e': 0.5644743629347548}",25,0,-63.37737014533701,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
972,False,"{'a': 0.4, 'e': 0.5636486302348395}",25,0,-8.547463691879054,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
973,False,"{'a': 0.4, 'e': 0.5628223338863407}",20,3,0.970398471640624,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
974,False,"{'a': 0.4, 'e': 0.561995474715555}",25,0,-189.41546055023775,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 5}",0
975,False,"{'a': 0.4, 'e': 0.5611680535493415}",20,3,-69.58076799358224,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
976,False,"{'a': 0.4, 'e': 0.5603400712151212}",20,3,-56.76379000822472,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
977,False,"{'a': 0.4, 'e': 0.5595115285408763}",20,2,-0.8485902752889181,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
978,False,"{'a': 0.4, 'e': 0.5586824263551495}",30,14,-25.866959889409383,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
979,False,"{'a': 0.4, 'e': 0.5578527654870429}",25,0,-199.35817098831038,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 5}",0
980,False,"{'a': 0.4, 'e': 0.5570225467662173}",35,3,-113.15556467249,"{0: 22, 1: 0, 2: 8, 3: 1, 4: 1}",1
981,False,"{'a': 0.4, 'e': 0.5561917710228914}",25,5,-61.31685549593792,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
982,False,"{'a': 0.4, 'e': 0.5553604390878408}",30,21,2.1231351590870737,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.4, 'e': 0.5545285517923975}",35,15,0.840678593812223,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",1
984,False,"{'a': 0.4, 'e': 0.5536961099684484}",30,0,-104.03397288727693,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
985,False,"{'a': 0.4, 'e': 0.5528631144484356}",20,0,-35.33210206310508,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
986,False,"{'a': 0.4, 'e': 0.5520295660653545}",30,15,-47.71385496945281,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
987,False,"{'a': 0.4, 'e': 0.5511954656527531}",25,5,-44.27328276683789,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",1
988,False,"{'a': 0.4, 'e': 0.5503608140447322}",25,0,-52.7471409690687,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
989,False,"{'a': 0.4, 'e': 0.5495256120759431}",20,8,-79.56514266007147,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 1}",1
990,False,"{'a': 0.4, 'e': 0.5486898605815876}",20,0,9.187200197715866,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
991,False,"{'a': 0.4, 'e': 0.5478535603974173}",20,13,13.807412114130905,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.4, 'e': 0.5470167123597323}",30,0,-81.29376820112715,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
993,False,"{'a': 0.4, 'e': 0.5461793173053805}",20,1,4.435995597718623,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
994,False,"{'a': 0.4, 'e': 0.5453413760717569}",20,0,-48.09330011303549,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
995,False,"{'a': 0.4, 'e': 0.5445028894968027}",20,0,-29.68960081536834,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
996,False,"{'a': 0.4, 'e': 0.5436638584190043}",25,0,-102.18522328770054,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
997,False,"{'a': 0.4, 'e': 0.5428242836773929}",20,0,-64.15374637278337,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
998,False,"{'a': 0.4, 'e': 0.541984166111543}",20,11,8.864959610439113,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.4, 'e': 0.5411435065615721}",30,0,-41.69992725419755,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",1
1000,False,"{'a': 0.4, 'e': 0.5403023058681398}",25,0,-41.58788083443737,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1001,False,"{'a': 0.4, 'e': 0.5394605648724465}",20,11,7.006987368263688,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1002,False,"{'a': 0.4, 'e': 0.5386182844162335}",25,0,-58.93721931542693,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
1003,False,"{'a': 0.4, 'e': 0.5377754653417808}",20,0,-79.42185479182737,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
1004,False,"{'a': 0.4, 'e': 0.5369321084919078}",20,14,-15.385965799319267,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
1005,False,"{'a': 0.4, 'e': 0.5360882147099708}",20,0,-118.814566251176,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
1006,False,"{'a': 0.4, 'e': 0.535243784839864}",20,16,7.165451640022463,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.4, 'e': 0.5343988197260168}",20,5,-29.645975109806777,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1008,False,"{'a': 0.4, 'e': 0.5335533202133944}",25,3,-4.093986243779556,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1009,False,"{'a': 0.4, 'e': 0.5327072871474963}",30,0,1.1726128228873232,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
1010,False,"{'a': 0.4, 'e': 0.5318607213743555}",20,9,-1.8886129461197583,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1011,False,"{'a': 0.4, 'e': 0.5310136237405375}",25,11,17.25347811515516,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1012,False,"{'a': 0.4, 'e': 0.5301659950931402}",20,6,-4.827971736226651,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1013,False,"{'a': 0.4, 'e': 0.5293178362797918}",20,3,-21.80207662514197,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
